RBCH P
4/4/1/3 32
4/4/2/2 29
4/4/3/1 18
4/4/4/0 18
4/3/0/5 45
4/3/1/4 28
4/3/2/3 25
4/3/3/2 39
4/3/4/1 36
4/3/5/0 24
4/2/0/6 19
4/2/1/5 30
4/2/2/4 40
4/2/3/3 39
4/2/4/2 32
4/2/5/1 34
4/2/6/0 20
4/1/0/7 16
4/1/1/6 25
4/1/2/5 28
4/1/3/4 31
4/1/4/3 35
4/1/5/2 33
4/1/6/1 38
4/1/7/0 31
4/0/0/8 0
4/0/1/7 5
4/0/2/6 10
4/0/3/5 16
4/0/4/4 17
4/0/5/3 21
4/0/6/2 32
4/0/7/1 28
4/0/8/0 30
3/9/0/0 2
3/8/0/1 8
3/8/1/0 4
3/7/0/2 33
3/7/1/1 13
3/7/2/0 10
3/6/0/3 25
3/6/1/2 35
3/6/2/1 14
3/6/3/0 13
3/5/0/4 60
3/5/1/3 36
3/5/2/2 40
3/5/3/1 34
3/5/4/0 18
3/4/0/5 37
3/4/1/4 41
3/4/2/3 33
3/4/3/2 35
3/4/4/1 34
3/4/5/0 19
3/3/0/6 33
3/3/1/5 37
3/3/2/4 41
3/3/3/3 38
3/3/4/2 42
3/3/5/1 35
3/3/6/0 25
3/2/0/7 31
3/2/1/6 28
3/2/2/5 30
3/2/3/4 37
3/2/4/3 50
3/2/5/2 38
3/2/6/1 38
3/2/7/0 30
3/1/0/8 19
3/1/1/7 26
3/1/2/6 28
3/1/3/5 29
3/1/4/4 39
3/1/5/3 33
3/1/6/2 43
3/1/7/1 45
3/1/8/0 33
3/0/0/9 0
3/0/1/8 7
3/0/2/7 13
3/0/3/6 17
3/0/4/5 20
3/0/5/4 24
3/0/6/3 33
3/0/7/2 32
3/0/8/1 36
3/0/9/0 39
2/10/0/0 0
2/9/0/1 12
2/9/1/0 4
2/8/0/2 50
2/8/1/1 24
2/8/2/0 9
2/7/0/3 22
2/7/1/2 32
2/7/2/1 33
2/7/3/0 14
2/6/0/4 19
2/6/1/3 36
2/6/2/2 50
2/6/3/1 34
2/6/4/0 18
2/5/0/5 41
2/5/1/4 43
2/5/2/3 27
2/5/3/2 35
2/5/4/1 39
2/5/5/0 21
2/4/0/6 29
2/4/1/5 46
2/4/2/4 27
2/4/3/3 39
2/4/4/2 41
2/4/5/1 40
2/4/6/0 28
2/3/0/7 33
2/3/1/6 43
2/3/2/5 39
2/3/3/4 33
2/3/4/3 44
2/3/5/2 45
2/3/6/1 48
2/3/7/0 34
2/2/0/8 32
2/2/1/7 36
2/2/2/6 41
2/2/3/5 52
2/2/4/4 41
2/2/5/3 43
2/2/6/2 41
2/2/7/1 40
2/2/8/0 35
2/1/0/9 21
2/1/1/8 20
2/1/2/7 29
2/1/3/6 35
2/1/4/5 31
2/1/5/4 37
2/1/6/3 53
2/1/7/2 39
2/1/8/1 40
2/1/9/0 35
2/0/0/10 0
2/0/1/9 5
2/0/2/8 13
2/0/3/7 16
2/0/4/6 16
2/0/5/5 31
2/0/6/4 25
2/0/7/3 32
2/0/8/2 35
2/0/9/1 30
2/0/10/0 36
1/11/0/0 2
1/10/0/1 23
1/10/1/0 5
1/9/0/2 19
1/9/1/1 23
1/9/2/0 8
1/8/0/3 16
1/8/1/2 22
1/8/2/1 22
1/8/3/0 15
1/7/0/4 20
1/7/1/3 43
1/7/2/2 32
1/7/3/1 31
1/7/4/0 19
1/6/0/5 26
1/6/1/4 37
1/6/2/3 28
1/6/3/2 45
1/6/4/1 35
1/6/5/0 20
1/5/0/6 31
1/5/1/5 32
1/5/2/4 55
1/5/3/3 43
1/5/4/2 46
1/5/5/1 38
1/5/6/0 24
1/4/0/7 30
1/4/1/6 43
1/4/2/5 49
1/4/3/4 50
1/4/4/3 31
1/4/5/2 42
1/4/6/1 41
1/4/7/0 31
1/3/0/8 26
1/3/1/7 40
1/3/2/6 53
1/3/3/5 25
1/3/4/4 55
1/3/5/3 53
1/3/6/2 45
1/3/7/1 52
1/3/8/0 35
1/2/0/9 30
1/2/1/8 23
1/2/2/7 37
1/2/3/6 39
1/2/4/5 46
1/2/5/4 40
1/2/6/3 54
1/2/7/2 48
1/2/8/1 59
1/2/9/0 35
1/1/0/10 21
1/1/1/9 24
1/1/2/8 34
1/1/3/7 28
1/1/4/6 28
1/1/5/5 42
1/1/6/4 50
1/1/7/3 41
1/1/8/2 59
1/1/9/1 49
1/1/10/0 37
1/0/0/11 0
1/0/1/10 5
1/0/2/9 14
1/0/3/8 16
1/0/4/7 16
1/0/5/6 23
1/0/6/5 29
1/0/7/4 30
1/0/8/3 38
1/0/9/2 38
1/0/10/1 39
1/0/11/0 47
0/12/0/0 1
0/11/0/1 16
0/11/1/0 5
0/10/0/2 21
0/10/1/1 16
0/10/2/0 11
0/9/0/3 24
0/9/1/2 31
0/9/2/1 30
0/9/3/0 15
0/8/0/4 17
0/8/1/3 41
0/8/2/2 29
0/8/3/1 33
0/8/4/0 20
0/7/0/5 25
0/7/1/4 38
0/7/2/3 32
0/7/3/2 35
0/7/4/1 28
0/7/5/0 24
0/6/0/6 33
0/6/1/5 36
0/6/2/4 44
0/6/3/3 36
0/6/4/2 26
0/6/5/1 40
0/6/6/0 24
0/5/0/7 40
0/5/1/6 25
0/5/2/5 72
0/5/3/4 51
0/5/4/3 59
0/5/5/2 49
0/5/6/1 40
0/5/7/0 30
0/4/0/8 37
0/4/1/7 39
0/4/2/6 51
0/4/3/5 54
0/4/4/4 64
0/4/5/3 60
0/4/6/2 47
0/4/7/1 46
0/4/8/0 37
0/3/0/9 43
0/3/1/8 48
0/3/2/7 54
0/3/3/6 62
0/3/4/5 48
0/3/5/4 54
0/3/6/3 47
0/3/7/2 41
0/3/8/1 52
0/3/9/0 38
0/2/0/10 26
0/2/1/9 29
0/2/2/8 43
0/2/3/7 50
0/2/4/6 40
0/2/5/5 50
0/2/6/4 52
0/2/7/3 62
0/2/8/2 37
0/2/9/1 47
0/2/10/0 43
0/1/0/11 15
0/1/1/10 24
0/1/2/9 29
0/1/3/8 37
0/1/4/7 37
0/1/5/6 41
0/1/6/5 47
0/1/7/4 51
0/1/8/3 43
0/1/9/2 47
0/1/10/1 52
0/1/11/0 38
0/0/0/12 0
0/0/1/11 4
0/0/2/10 8
0/0/3/9 16
0/0/4/8 21
0/0/5/7 25
0/0/6/6 28
0/0/7/5 24
0/0/8/4 39
0/0/9/3 38
0/0/10/2 45
0/0/11/1 46
0/0/12/0 51
