RBCH P
4/4/1/3 36
4/4/2/2 35
4/4/3/1 38
4/4/4/0 33
4/3/0/5 34
4/3/1/4 34
4/3/2/3 44
4/3/3/2 31
4/3/4/1 35
4/3/5/0 33
4/2/0/6 27
4/2/1/5 47
4/2/2/4 43
4/2/3/3 49
4/2/4/2 53
4/2/5/1 55
4/2/6/0 42
4/1/0/7 22
4/1/1/6 26
4/1/2/5 33
4/1/3/4 28
4/1/4/3 42
4/1/5/2 43
4/1/6/1 50
4/1/7/0 49
4/0/0/8 0
4/0/1/7 8
4/0/2/6 12
4/0/3/5 20
4/0/4/4 32
4/0/5/3 35
4/0/6/2 34
4/0/7/1 46
4/0/8/0 51
3/9/0/0 1
3/8/0/1 18
3/8/1/0 11
3/7/0/2 17
3/7/1/1 34
3/7/2/0 20
3/6/0/3 27
3/6/1/2 21
3/6/2/1 33
3/6/3/0 28
3/5/0/4 23
3/5/1/3 45
3/5/2/2 43
3/5/3/1 39
3/5/4/0 27
3/4/0/5 30
3/4/1/4 41
3/4/2/3 47
3/4/3/2 45
3/4/4/1 42
3/4/5/0 37
3/3/0/6 24
3/3/1/5 25
3/3/2/4 32
3/3/3/3 62
3/3/4/2 58
3/3/5/1 37
3/3/6/0 44
3/2/0/7 31
3/2/1/6 32
3/2/2/5 34
3/2/3/4 44
3/2/4/3 41
3/2/5/2 46
3/2/6/1 57
3/2/7/0 55
3/1/0/8 16
3/1/1/7 30
3/1/2/6 28
3/1/3/5 42
3/1/4/4 39
3/1/5/3 54
3/1/6/2 57
3/1/7/1 56
3/1/8/0 56
3/0/0/9 0
3/0/1/8 11
3/0/2/7 19
3/0/3/6 21
3/0/4/5 39
3/0/5/4 34
3/0/6/3 42
3/0/7/2 41
3/0/8/1 58
3/0/9/0 56
2/10/0/0 2
2/9/0/1 16
2/9/1/0 7
2/8/0/2 34
2/8/1/1 15
2/8/2/0 21
2/7/0/3 43
2/7/1/2 41
2/7/2/1 32
2/7/3/0 29
2/6/0/4 33
2/6/1/3 31
2/6/2/2 31
2/6/3/1 36
2/6/4/0 28
2/5/0/5 19
2/5/1/4 54
2/5/2/3 34
2/5/3/2 54
2/5/4/1 36
2/5/5/0 31
2/4/0/6 44
2/4/1/5 35
2/4/2/4 33
2/4/3/3 39
2/4/4/2 58
2/4/5/1 42
2/4/6/0 40
2/3/0/7 26
2/3/1/6 36
2/3/2/5 45
2/3/3/4 62
2/3/4/3 43
2/3/5/2 52
2/3/6/1 50
2/3/7/0 43
2/2/0/8 36
2/2/1/7 42
2/2/2/6 37
2/2/3/5 54
2/2/4/4 47
2/2/5/3 56
2/2/6/2 58
2/2/7/1 71
2/2/8/0 51
2/1/0/9 22
2/1/1/8 30
2/1/2/7 30
2/1/3/6 44
2/1/4/5 55
2/1/5/4 52
2/1/6/3 60
2/1/7/2 65
2/1/8/1 67
2/1/9/0 62
2/0/0/10 0
2/0/1/9 5
2/0/2/8 24
2/0/3/7 19
2/0/4/6 30
2/0/5/5 38
2/0/6/4 43
2/0/7/3 46
2/0/8/2 40
2/0/9/1 58
2/0/10/0 48
1/11/0/0 4
1/10/0/1 14
1/10/1/0 5
1/9/0/2 29
1/9/1/1 24
1/9/2/0 21
1/8/0/3 26
1/8/1/2 36
1/8/2/1 25
1/8/3/0 37
1/7/0/4 37
1/7/1/3 34
1/7/2/2 44
1/7/3/1 41
1/7/4/0 34
1/6/0/5 30
1/6/1/4 25
1/6/2/3 39
1/6/3/2 45
1/6/4/1 46
1/6/5/0 38
1/5/0/6 50
1/5/1/5 37
1/5/2/4 41
1/5/3/3 47
1/5/4/2 40
1/5/5/1 48
1/5/6/0 39
1/4/0/7 41
1/4/1/6 36
1/4/2/5 53
1/4/3/4 44
1/4/4/3 45
1/4/5/2 49
1/4/6/1 59
1/4/7/0 46
1/3/0/8 36
1/3/1/7 41
1/3/2/6 56
1/3/3/5 33
1/3/4/4 49
1/3/5/3 51
1/3/6/2 65
1/3/7/1 64
1/3/8/0 52
1/2/0/9 37
1/2/1/8 36
1/2/2/7 39
1/2/3/6 38
1/2/4/5 58
1/2/5/4 56
1/2/6/3 58
1/2/7/2 68
1/2/8/1 62
1/2/9/0 60
1/1/0/10 21
1/1/1/9 25
1/1/2/8 45
1/1/3/7 45
1/1/4/6 46
1/1/5/5 56
1/1/6/4 39
1/1/7/3 64
1/1/8/2 66
1/1/9/1 62
1/1/10/0 55
1/0/0/11 0
1/0/1/10 7
1/0/2/9 12
1/0/3/8 15
1/0/4/7 28
1/0/5/6 23
1/0/6/5 42
1/0/7/4 33
1/0/8/3 49
1/0/9/2 47
1/0/10/1 47
1/0/11/0 61
0/12/0/0 1
0/11/0/1 16
0/11/1/0 13
0/10/0/2 23
0/10/1/1 31
0/10/2/0 17
0/9/0/3 39
0/9/1/2 27
0/9/2/1 32
0/9/3/0 26
0/8/0/4 36
0/8/1/3 54
0/8/2/2 26
0/8/3/1 36
0/8/4/0 24
0/7/0/5 28
0/7/1/4 28
0/7/2/3 41
0/7/3/2 51
0/7/4/1 35
0/7/5/0 30
0/6/0/6 35
0/6/1/5 45
0/6/2/4 38
0/6/3/3 46
0/6/4/2 51
0/6/5/1 46
0/6/6/0 38
0/5/0/7 36
0/5/1/6 56
0/5/2/5 41
0/5/3/4 63
0/5/4/3 47
0/5/5/2 68
0/5/6/1 47
0/5/7/0 51
0/4/0/8 35
0/4/1/7 48
0/4/2/6 77
0/4/3/5 50
0/4/4/4 69
0/4/5/3 72
0/4/6/2 56
0/4/7/1 61
