RBCH P
6/0/1/7 6
6/0/2/6 8
6/0/3/5 18
6/0/4/4 22
6/0/5/3 36
6/0/6/2 27
6/0/7/1 40
6/0/8/0 48
5/9/0/0 2
5/8/0/1 29
5/8/1/0 7
5/7/0/2 21
5/7/1/1 35
5/7/2/0 18
5/6/0/3 41
5/6/1/2 26
5/6/2/1 29
5/6/3/0 25
5/5/0/4 12
5/5/1/3 29
5/5/2/2 26
5/5/3/1 41
5/5/4/0 29
5/4/0/5 25
5/4/1/4 27
5/4/2/3 36
5/4/3/2 45
5/4/4/1 29
5/4/5/0 43
5/3/0/6 28
5/3/1/5 28
5/3/2/4 50
5/3/3/3 45
5/3/4/2 37
5/3/5/1 42
5/3/6/0 35
5/2/0/7 22
5/2/1/6 37
5/2/2/5 41
5/2/3/4 46
5/2/4/3 55
5/2/5/2 57
5/2/6/1 51
5/2/7/0 38
5/1/0/8 17
5/1/1/7 17
5/1/2/6 40
5/1/3/5 44
5/1/4/4 56
5/1/5/3 54
5/1/6/2 52
5/1/7/1 44
5/1/8/0 41
5/0/0/9 0
5/0/1/8 12
5/0/2/7 8
5/0/3/6 16
5/0/4/5 29
5/0/5/4 27
5/0/6/3 28
5/0/7/2 34
5/0/8/1 40
5/0/9/0 58
4/10/0/0 1
4/9/0/1 16
4/9/1/0 5
4/8/0/2 29
4/8/1/1 18
4/8/2/0 13
4/7/0/3 31
4/7/1/2 21
4/7/2/1 28
4/7/3/0 28
4/6/0/4 39
4/6/1/3 33
4/6/2/2 30
4/6/3/1 45
4/6/4/0 31
4/5/0/5 42
4/5/1/4 38
4/5/2/3 31
4/5/3/2 50
4/5/4/1 32
4/5/5/0 28
4/4/0/6 37
4/4/1/5 31
4/4/2/4 69
4/4/3/3 38
4/4/4/2 48
4/4/5/1 59
4/4/6/0 40
4/3/0/7 29
4/3/1/6 49
4/3/2/5 41
4/3/3/4 44
4/3/4/3 66
4/3/5/2 53
4/3/6/1 45
4/3/7/0 37
4/2/0/8 37
4/2/1/7 33
4/2/2/6 40
4/2/3/5 58
4/2/4/4 46
4/2/5/3 61
4/2/6/2 55
4/2/7/1 54
4/2/8/0 43
4/1/0/9 18
4/1/1/8 22
4/1/2/7 29
4/1/3/6 40
4/1/4/5 55
4/1/5/4 57
4/1/6/3 58
4/1/7/2 43
4/1/8/1 44
4/1/9/0 59
4/0/0/10 0
4/0/1/9 11
4/0/2/8 18
4/0/3/7 24
4/0/4/6 35
4/0/5/5 33
4/0/6/4 34
4/0/7/3 53
4/0/8/2 41
4/0/9/1 48
4/0/10/0 53
3/11/0/0 1
3/10/0/1 22
3/10/1/0 9
3/9/0/2 20
3/9/1/1 25
3/9/2/0 25
3/8/0/3 37
3/8/1/2 31
3/8/2/1 43
3/8/3/0 26
3/7/0/4 31
3/7/1/3 40
3/7/2/2 28
3/7/3/1 34
3/7/4/0 38
3/6/0/5 46
3/6/1/4 44
3/6/2/3 40
3/6/3/2 30
3/6/4/1 34
3/6/5/0 35
3/5/0/6 45
3/5/1/5 42
3/5/2/4 52
3/5/3/3 54
3/5/4/2 50
3/5/5/1 51
3/5/6/0 37
3/4/0/7 14
3/4/1/6 29
3/4/2/5 58
3/4/3/4 44
3/4/4/3 47
3/4/5/2 36
3/4/6/1 48
3/4/7/0 46
3/3/0/8 38
3/3/1/7 33
3/3/2/6 41
3/3/3/5 47
3/3/4/4 67
3/3/5/3 54
3/3/6/2 58
3/3/7/1 60
3/3/8/0 52
3/2/0/9 30
3/2/1/8 30
3/2/2/7 36
3/2/3/6 58
3/2/4/5 45
3/2/5/4 61
3/2/6/3 55
3/2/7/2 48
3/2/8/1 65
3/2/9/0 55
3/1/0/10 22
3/1/1/9 29
3/1/2/8 33
3/1/3/7 37
3/1/4/6 51
3/1/5/5 42
3/1/6/4 53
3/1/7/3 55
3/1/8/2 66
3/1/9/1 70
3/1/10/0 44
3/0/0/11 0
3/0/1/10 6
3/0/2/9 18
3/0/3/8 21
3/0/4/7 28
3/0/5/6 30
3/0/6/5 37
3/0/7/4 52
3/0/8/3 62
3/0/9/2 53
3/0/10/1 57
3/0/11/0 56
2/12/0/0 1
2/11/0/1 16
2/11/1/0 10
2/10/0/2 22
2/10/1/1 28
2/10/2/0 16
2/9/0/3 12
2/9/1/2 42
2/9/2/1 36
2/9/3/0 23
2/8/0/4 32
2/8/1/3 21
2/8/2/2 51
2/8/3/1 45
2/8/4/0 27
2/7/0/5 46
2/7/1/4 37
2/7/2/3 45
2/7/3/2 34
2/7/4/1 37
2/7/5/0 40
2/6/0/6 55
2/6/1/5 21
2/6/2/4 51
2/6/3/3 46
2/6/4/2 55
2/6/5/1 43
2/6/6/0 48
2/5/0/7 37
2/5/1/6 44
2/5/2/5 34
2/5/3/4 53
2/5/4/3 66
2/5/5/2 52
2/5/6/1 51
2/5/7/0 48
2/4/0/8 35
2/4/1/7 39
2/4/2/6 54
2/4/3/5 59
2/4/4/4 50
2/4/5/3 80
2/4/6/2 69
2/4/7/1 70
2/4/8/0 46
2/3/0/9 28
2/3/1/8 44
2/3/2/7 37
2/3/3/6 54
2/3/4/5 66
2/3/5/4 47
2/3/6/3 83
2/3/7/2 70
2/3/8/1 61
2/3/9/0 59
2/2/0/10 29
2/2/1/9 34
2/2/2/8 39
2/2/3/7 45
2/2/4/6 57
2/2/5/5 50
2/2/6/4 57
2/2/7/3 57
2/2/8/2 52
2/2/9/1 64
2/2/10/0 64
2/1/0/11 24
2/1/1/10 23
2/1/2/9 24
2/1/3/8 33
2/1/4/7 44
2/1/5/6 38
2/1/6/5 60
2/1/7/4 61
2/1/8/3 63
2/1/9/2 60
2/1/10/1 55
2/1/11/0 59
2/0/0/12 0
2/0/1/11 8
2/0/2/10 28
2/0/3/9 29
2/0/4/8 30
2/0/5/7 30
2/0/6/6 29
2/0/7/5 31
2/0/8/4 42
2/0/9/3 50
2/0/10/2 58
2/0/11/1 66
2/0/12/0 63
1/13/0/0 1
1/12/0/1 16
1/12/1/0 13
1/11/0/2 39
1/11/1/1 27
1/11/2/0 19
1/10/0/3 41
1/10/1/2 22
1/10/2/1 25
1/10/3/0 25
1/9/0/4 28
1/9/1/3 38
1/9/2/2 38
1/9/3/1 36
1/9/4/0 39
1/8/0/5 24
1/8/1/4 40
1/8/2/3 53
1/8/3/2 35
1/8/4/1 40
1/8/5/0 38
1/7/0/6 33
1/7/1/5 35
1/7/2/4 53
1/7/3/3 27
1/7/4/2 43
1/7/5/1 46
1/7/6/0 40
1/6/0/7 28
1/6/1/6 45
1/6/2/5 34
1/6/3/4 47
1/6/4/3 74
1/6/5/2 47
1/6/6/1 46
1/6/7/0 45
1/5/0/8 28
1/5/1/7 37
1/5/2/6 61
1/5/3/5 40
1/5/4/4 55
1/5/5/3 55
1/5/6/2 44
1/5/7/1 63
1/5/8/0 59
1/4/0/9 33
1/4/1/8 48
1/4/2/7 42
1/4/3/6 46
1/4/4/5 56
1/4/5/4 58
1/4/6/3 62
1/4/7/2 60
1/4/8/1 63
1/4/9/0 60
1/3/0/10 34
1/3/1/9 41
1/3/2/8 40
1/3/3/7 52
1/3/4/6 57
1/3/5/5 68
1/3/6/4 65
1/3/7/3 69
1/3/8/2 54
1/3/9/1 74
1/3/10/0 55
1/2/0/11 26
1/2/1/10 29
1/2/2/9 37
1/2/3/8 53
1/2/4/7 46
1/2/5/6 73
1/2/6/5 63
1/2/7/4 67
1/2/8/3 67
1/2/9/2 68
1/2/10/1 67
1/2/11/0 63
1/1/0/12 26
1/1/1/11 27
1/1/2/10 29
1/1/3/9 49
1/1/4/8 47
1/1/5/7 58
1/1/6/6 61
1/1/7/5 58
1/1/8/4 76
1/1/9/3 58
1/1/10/2 58
1/1/11/1 74
1/1/12/0 68
1/0/0/13 0
1/0/1/12 13
1/0/2/11 18
1/0/3/10 26
1/0/4/9 17
1/0/5/8 26
1/0/6/7 38
1/0/7/6 39
1/0/8/5 45
1/0/9/4 44
1/0/10/3 54
1/0/11/2 60
1/0/12/1 54
1/0/13/0 64
0/14/0/0 2
0/13/0/1 13
0/13/1/0 9
0/12/0/2 37
0/12/1/1 22
0/12/2/0 22
0/11/0/3 29
0/11/1/2 18
0/11/2/1 45
0/11/3/0 34
0/10/0/4 25
0/10/1/3 42
0/10/2/2 52
0/10/3/1 31
0/10/4/0 39
0/9/0/5 36
0/9/1/4 39
0/9/2/3 50
0/9/3/2 43
0/9/4/1 46
0/9/5/0 33
0/8/0/6 31
0/8/1/5 52
0/8/2/4 61
0/8/3/3 60
0/8/4/2 50
0/8/5/1 47
0/8/6/0 52
0/7/0/7 40
0/7/1/6 47
0/7/2/5 49
0/7/3/4 50
0/7/4/3 58
0/7/5/2 62
0/7/6/1 59
0/7/7/0 44
0/6/0/8 24
0/6/1/7 53
0/6/2/6 43
0/6/3/5 65
0/6/4/4 55
0/6/5/3 50
0/6/6/2 53
0/6/7/1 59
0/6/8/0 54
0/5/0/9 35
0/5/1/8 30
0/5/2/7 49
0/5/3/6 49
0/5/4/5 54
0/5/5/4 47
0/5/6/3 67
0/5/7/2 52
0/5/8/1 70
0/5/9/0 47
0/4/0/10 42
0/4/1/9 45
0/4/2/8 50
0/4/3/7 65
0/4/4/6 65
0/4/5/5 54
0/4/6/4 56
0/4/7/3 77
0/4/8/2 71
0/4/9/1 71
0/4/10/0 70
0/3/0/11 39
0/3/1/10 43
0/3/2/9 42
0/3/3/8 57
0/3/4/7 71
0/3/5/6 71
0/3/6/5 61
0/3/7/4 72
0/3/8/3 72
0/3/9/2 83
0/3/10/1 63
0/3/11/0 60
0/2/0/12 23
0/2/1/11 46
0/2/2/10 42
0/2/3/9 51
0/2/4/8 53
0/2/5/7 61
0/2/6/6 58
0/2/7/5 67
0/2/8/4 82
0/2/9/3 61
0/2/10/2 73
0/2/11/1 71
0/2/12/0 64
0/1/0/13 17
0/1/1/12 41
0/1/2/11 27
0/1/3/10 45
0/1/4/9 39
0/1/5/8 51
0/1/6/7 59
0/1/7/6 71
0/1/8/5 71
0/1/9/4 68
0/1/10/3 69
0/1/11/2 56
0/1/12/1 76
0/1/13/0 66
0/0/0/14 0
0/0/1/13 7
0/0/2/12 19
0/0/3/11 21
0/0/4/10 21
0/0/5/9 25
0/0/6/8 53
0/0/7/7 36
0/0/8/6 40
0/0/9/5 41
0/0/10/4 49
0/0/11/3 58
0/0/12/2 54
0/0/13/1 65
0/0/14/0 79
