RBCH P
11/8/0/0 1
11/7/0/1 25
11/7/1/0 5
11/6/0/2 20
11/6/1/1 16
11/6/2/0 15
11/5/0/3 27
11/5/1/2 29
11/5/2/1 34
11/5/3/0 21
11/4/0/4 18
11/4/1/3 29
11/4/2/2 29
11/4/3/1 34
11/4/4/0 27
11/3/0/5 43
11/3/1/4 24
11/3/2/3 34
11/3/3/2 23
11/3/4/1 42
11/3/5/0 27
11/2/0/6 27
11/2/1/5 32
11/2/2/4 32
11/2/3/3 44
11/2/4/2 39
11/2/5/1 28
11/2/6/0 40
11/1/0/7 20
11/1/1/6 25
11/1/2/5 34
11/1/3/4 34
11/1/4/3 39
11/1/5/2 43
11/1/6/1 46
11/1/7/0 41
11/0/0/8 0
11/0/1/7 11
11/0/2/6 7
11/0/3/5 14
11/0/4/4 24
11/0/5/3 25
11/0/6/2 42
11/0/7/1 40
11/0/8/0 40
10/9/0/0 2
10/8/0/1 15
10/8/1/0 8
10/7/0/2 29
10/7/1/1 21
10/7/2/0 14
10/6/0/3 49
10/6/1/2 31
10/6/2/1 26
10/6/3/0 24
10/5/0/4 4
10/5/1/3 10
10/5/2/2 41
10/5/3/1 25
10/5/4/0 31
10/4/0/5 30
10/4/1/4 35
10/4/2/3 33
10/4/3/2 39
10/4/4/1 31
10/4/5/0 24
10/3/0/6 33
10/3/1/5 42
10/3/2/4 35
10/3/3/3 47
10/3/4/2 55
10/3/5/1 48
10/3/6/0 34
10/2/0/7 33
10/2/1/6 35
10/2/2/5 39
10/2/3/4 52
10/2/4/3 37
10/2/5/2 42
10/2/6/1 47
10/2/7/0 40
10/1/0/8 17
10/1/1/7 23
10/1/2/6 37
10/1/3/5 38
10/1/4/4 37
10/1/5/3 42
10/1/6/2 48
10/1/7/1 36
10/1/8/0 48
10/0/0/9 0
10/0/1/8 8
10/0/2/7 15
10/0/3/6 18
10/0/4/5 21
10/0/5/4 29
10/0/6/3 28
10/0/7/2 33
10/0/8/1 39
10/0/9/0 43
9/10/0/0 0
9/9/0/1 17
9/9/1/0 8
9/8/0/2 30
9/8/1/1 17
9/8/2/0 11
9/7/0/3 13
9/7/1/2 26
9/7/2/1 39
9/7/3/0 21
9/6/0/4 33
9/6/1/3 31
9/6/2/2 30
9/6/3/1 34
9/6/4/0 20
9/5/0/5 28
9/5/1/4 40
9/5/2/3 32
9/5/3/2 46
9/5/4/1 38
9/5/5/0 34
9/4/0/6 27
9/4/1/5 35
9/4/2/4 36
9/4/3/3 46
9/4/4/2 36
9/4/5/1 38
9/4/6/0 32
9/3/0/7 39
9/3/1/6 52
9/3/2/5 42
9/3/3/4 56
9/3/4/3 47
9/3/5/2 43
9/3/6/1 50
9/3/7/0 31
9/2/0/8 39
9/2/1/7 38
9/2/2/6 40
9/2/3/5 43
9/2/4/4 37
9/2/5/3 53
9/2/6/2 44
9/2/7/1 59
9/2/8/0 44
9/1/0/9 25
9/1/1/8 18
9/1/2/7 7
9/1/3/6 44
9/1/4/5 25
9/1/5/4 40
9/1/6/3 39
9/1/7/2 40
9/1/8/1 43
9/1/9/0 52
9/0/0/10 0
9/0/1/9 5
9/0/2/8 10
9/0/3/7 23
9/0/4/6 20
9/0/5/5 20
9/0/6/4 28
9/0/7/3 34
9/0/8/2 39
9/0/9/1 46
9/0/10/0 56
8/11/0/0 2
8/10/0/1 8
8/10/1/0 4
8/9/0/2 28
8/9/1/1 26
8/9/2/0 13
8/8/0/3 20
8/8/1/2 33
8/8/2/1 20
8/8/3/0 14
8/7/0/4 26
8/7/1/3 40
8/7/2/2 27
8/7/3/1 27
8/7/4/0 29
8/6/0/5 25
8/6/1/4 34
8/6/2/3 28
8/6/3/2 52
8/6/4/1 25
8/6/5/0 33
8/5/0/6 33
8/5/1/5 29
8/5/2/4 28
8/5/3/3 41
8/5/4/2 54
8/5/5/1 38
8/5/6/0 35
8/4/0/7 28
8/4/1/6 37
8/4/2/5 37
8/4/3/4 59
8/4/4/3 37
8/4/5/2 41
8/4/6/1 43
8/4/7/0 42
8/3/0/8 24
8/3/1/7 30
8/3/2/6 20
8/3/3/5 43
8/3/4/4 42
8/3/5/3 46
8/3/6/2 43
8/3/7/1 51
8/3/8/0 44
8/2/0/9 15
8/2/1/8 15
8/2/2/7 40
8/2/3/6 33
8/2/4/5 29
8/2/5/4 54
8/2/6/3 51
8/2/7/2 43
8/2/8/1 46
8/2/9/0 49
8/1/0/10 12
8/1/1/9 11
8/1/2/8 24
8/1/3/7 23
8/1/4/6 34
8/1/5/5 29
8/1/6/4 49
8/1/7/3 36
8/1/8/2 42
8/1/9/1 49
8/1/10/0 43
8/0/0/11 0
8/0/1/10 9
8/0/2/9 9
8/0/3/8 17
8/0/4/7 22
8/0/5/6 26
8/0/6/5 34
8/0/7/4 35
8/0/8/3 34
8/0/9/2 42
8/0/10/1 43
8/0/11/0 58
7/12/0/0 1
7/11/0/1 11
7/11/1/0 7
7/10/0/2 5
7/10/1/1 14
7/10/2/0 11
7/9/0/3 15
7/9/1/2 27
7/9/2/1 21
7/9/3/0 19
7/8/0/4 41
7/8/1/3 24
7/8/2/2 24
7/8/3/1 24
7/8/4/0 29
7/7/0/5 32
7/7/1/4 46
7/7/2/3 32
7/7/3/2 36
7/7/4/1 34
7/7/5/0 28
7/6/0/6 29
7/6/1/5 23
7/6/2/4 33
7/6/3/3 40
7/6/4/2 50
7/6/5/1 48
7/6/6/0 34
7/5/0/7 29
7/5/1/6 51
7/5/2/5 24
7/5/3/4 48
7/5/4/3 36
7/5/5/2 38
7/5/6/1 34
7/5/7/0 34
7/4/0/8 18
7/4/1/7 27
7/4/2/6 37
7/4/3/5 38
7/4/4/4 51
7/4/5/3 25
7/4/6/2 50
7/4/7/1 40
7/4/8/0 44
7/3/0/9 29
7/3/1/8 37
7/3/2/7 32
7/3/3/6 26
7/3/4/5 49
7/3/5/4 51
7/3/6/3 57
7/3/7/2 55
7/3/8/1 45
7/3/9/0 46
