RBCH P
8/4/0/6 34
8/4/1/5 39
8/4/2/4 54
8/4/3/3 55
8/4/4/2 53
8/4/5/1 37
8/4/6/0 29
8/3/0/7 25
8/3/1/6 40
8/3/2/5 39
8/3/3/4 39
8/3/4/3 44
8/3/5/2 47
8/3/6/1 53
8/3/7/0 37
8/2/0/8 35
8/2/1/7 32
8/2/2/6 30
8/2/3/5 40
8/2/4/4 49
8/2/5/3 37
8/2/6/2 50
8/2/7/1 57
8/2/8/0 47
8/1/0/9 18
8/1/1/8 37
8/1/2/7 27
8/1/3/6 36
8/1/4/5 39
8/1/5/4 52
8/1/6/3 44
8/1/7/2 50
8/1/8/1 51
8/1/9/0 51
8/0/0/10 0
8/0/1/9 7
8/0/2/8 9
8/0/3/7 25
8/0/4/6 27
8/0/5/5 32
8/0/6/4 45
8/0/7/3 41
8/0/8/2 39
8/0/9/1 41
8/0/10/0 43
7/11/0/0 1
7/10/0/1 8
7/10/1/0 5
7/9/0/2 27
7/9/1/1 17
7/9/2/0 5
7/8/0/3 43
7/8/1/2 32
7/8/2/1 33
7/8/3/0 17
7/7/0/4 20
7/7/1/3 36
7/7/2/2 32
7/7/3/1 39
7/7/4/0 29
7/6/0/5 27
7/6/1/4 76
7/6/2/3 42
7/6/3/2 34
7/6/4/1 37
7/6/5/0 21
7/5/0/6 32
7/5/1/5 45
7/5/2/4 42
7/5/3/3 42
7/5/4/2 41
7/5/5/1 44
7/5/6/0 35
7/4/0/7 50
7/4/1/6 37
7/4/2/5 40
7/4/3/4 48
7/4/4/3 45
7/4/5/2 50
7/4/6/1 45
7/4/7/0 40
7/3/0/8 28
7/3/1/7 29
7/3/2/6 51
7/3/3/5 46
7/3/4/4 53
7/3/5/3 45
7/3/6/2 51
7/3/7/1 46
7/3/8/0 44
7/2/0/9 29
7/2/1/8 50
7/2/2/7 40
7/2/3/6 40
7/2/4/5 48
7/2/5/4 44
7/2/6/3 57
7/2/7/2 49
7/2/8/1 40
7/2/9/0 50
7/1/0/10 20
7/1/1/9 34
7/1/2/8 30
7/1/3/7 40
7/1/4/6 40
7/1/5/5 44
7/1/6/4 49
7/1/7/3 45
7/1/8/2 59
7/1/9/1 64
7/1/10/0 51
7/0/0/11 0
7/0/1/10 9
7/0/2/9 10
7/0/3/8 25
7/0/4/7 21
7/0/5/6 22
7/0/6/5 34
7/0/7/4 31
7/0/8/3 37
7/0/9/2 52
7/0/10/1 48
7/0/11/0 59
6/12/0/0 2
6/11/0/1 19
6/11/1/0 8
6/10/0/2 20
6/10/1/1 19
6/10/2/0 12
6/9/0/3 47
6/9/1/2 18
6/9/2/1 42
6/9/3/0 15
6/8/0/4 48
6/8/1/3 40
6/8/2/2 34
6/8/3/1 22
6/8/4/0 23
6/7/0/5 47
6/7/1/4 35
6/7/2/3 41
6/7/3/2 51
6/7/4/1 33
6/7/5/0 29
6/6/0/6 51
6/6/1/5 42
6/6/2/4 39
6/6/3/3 69
6/6/4/2 47
6/6/5/1 63
6/6/6/0 34
6/5/0/7 42
6/5/1/6 37
6/5/2/5 44
6/5/3/4 67
6/5/4/3 51
6/5/5/2 39
6/5/6/1 52
6/5/7/0 42
6/4/0/8 40
6/4/1/7 46
6/4/2/6 41
6/4/3/5 48
6/4/4/4 59
6/4/5/3 50
6/4/6/2 69
6/4/7/1 45
6/4/8/0 39
6/3/0/9 30
6/3/1/8 23
6/3/2/7 42
6/3/3/6 53
6/3/4/5 46
6/3/5/4 60
6/3/6/3 47
6/3/7/2 66
6/3/8/1 62
6/3/9/0 42
6/2/0/10 39
6/2/1/9 26
6/2/2/8 41
6/2/3/7 34
6/2/4/6 56
6/2/5/5 50
6/2/6/4 62
6/2/7/3 64
6/2/8/2 50
6/2/9/1 62
6/2/10/0 47
6/1/0/11 20
6/1/1/10 27
6/1/2/9 30
6/1/3/8 32
6/1/4/7 44
6/1/5/6 40
6/1/6/5 33
6/1/7/4 49
6/1/8/3 53
6/1/9/2 48
6/1/10/1 61
6/1/11/0 61
6/0/0/12 0
6/0/1/11 8
6/0/2/10 6
6/0/3/9 19
6/0/4/8 14
6/0/5/7 35
6/0/6/6 40
6/0/7/5 32
6/0/8/4 36
6/0/9/3 53
6/0/10/2 45
6/0/11/1 47
6/0/12/0 53
