RBCH P
4/4/1/3 31
4/4/2/2 39
4/4/3/1 32
4/4/4/0 16
4/3/0/5 36
4/3/1/4 30
4/3/2/3 26
4/3/3/2 29
4/3/4/1 35
4/3/5/0 20
4/2/0/6 30
4/2/1/5 29
4/2/2/4 40
4/2/3/3 34
4/2/4/2 35
4/2/5/1 28
4/2/6/0 26
4/1/0/7 19
4/1/1/6 24
4/1/2/5 24
4/1/3/4 26
4/1/4/3 33
4/1/5/2 34
4/1/6/1 32
4/1/7/0 26
4/0/0/8 0
4/0/1/7 5
4/0/2/6 11
4/0/3/5 15
4/0/4/4 13
4/0/5/3 21
4/0/6/2 27
4/0/7/1 24
4/0/8/0 25
3/9/0/0 0
3/8/0/1 15
3/8/1/0 4
3/7/0/2 25
3/7/1/1 24
3/7/2/0 7
3/6/0/3 24
3/6/1/2 26
3/6/2/1 25
3/6/3/0 12
3/5/0/4 39
3/5/1/3 32
3/5/2/2 20
3/5/3/1 33
3/5/4/0 17
3/4/0/5 49
3/4/1/4 24
3/4/2/3 44
3/4/3/2 40
3/4/4/1 30
3/4/5/0 14
3/3/0/6 40
3/3/1/5 47
3/3/2/4 30
3/3/3/3 39
3/3/4/2 39
3/3/5/1 24
3/3/6/0 27
3/2/0/7 26
3/2/1/6 40
3/2/2/5 28
3/2/3/4 37
3/2/4/3 39
3/2/5/2 36
3/2/6/1 31
3/2/7/0 30
3/1/0/8 19
3/1/1/7 25
3/1/2/6 21
3/1/3/5 29
3/1/4/4 24
3/1/5/3 39
3/1/6/2 35
3/1/7/1 39
3/1/8/0 32
3/0/0/9 0
3/0/1/8 1
3/0/2/7 6
3/0/3/6 9
3/0/4/5 18
3/0/5/4 19
3/0/6/3 31
3/0/7/2 33
3/0/8/1 31
3/0/9/0 38
2/10/0/0 0
2/9/0/1 19
2/9/1/0 4
2/8/0/2 25
2/8/1/1 11
2/8/2/0 10
2/7/0/3 30
2/7/1/2 34
2/7/2/1 20
2/7/3/0 14
2/6/0/4 27
2/6/1/3 45
2/6/2/2 35
2/6/3/1 33
2/6/4/0 18
2/5/0/5 44
2/5/1/4 28
2/5/2/3 48
2/5/3/2 26
2/5/4/1 38
2/5/5/0 19
2/4/0/6 35
2/4/1/5 43
2/4/2/4 40
2/4/3/3 32
2/4/4/2 32
2/4/5/1 35
2/4/6/0 24
2/3/0/7 20
2/3/1/6 38
2/3/2/5 30
2/3/3/4 29
2/3/4/3 37
2/3/5/2 52
2/3/6/1 42
2/3/7/0 23
2/2/0/8 21
2/2/1/7 34
2/2/2/6 44
2/2/3/5 37
2/2/4/4 35
2/2/5/3 36
2/2/6/2 33
2/2/7/1 47
2/2/8/0 31
2/1/0/9 21
2/1/1/8 22
2/1/2/7 24
2/1/3/6 30
2/1/4/5 31
2/1/5/4 40
2/1/6/3 35
2/1/7/2 39
2/1/8/1 41
2/1/9/0 32
2/0/0/10 0
2/0/1/9 4
2/0/2/8 11
2/0/3/7 15
2/0/4/6 19
2/0/5/5 24
2/0/6/4 19
2/0/7/3 23
2/0/8/2 36
2/0/9/1 41
2/0/10/0 39
1/11/0/0 0
1/10/0/1 28
1/10/1/0 5
1/9/0/2 28
1/9/1/1 25
1/9/2/0 9
1/8/0/3 27
1/8/1/2 42
1/8/2/1 13
1/8/3/0 15
1/7/0/4 42
1/7/1/3 31
1/7/2/2 39
1/7/3/1 28
1/7/4/0 18
1/6/0/5 39
1/6/1/4 53
1/6/2/3 38
1/6/3/2 34
1/6/4/1 48
1/6/5/0 23
1/5/0/6 36
1/5/1/5 43
1/5/2/4 42
1/5/3/3 38
1/5/4/2 42
1/5/5/1 28
1/5/6/0 24
1/4/0/7 30
1/4/1/6 44
1/4/2/5 40
1/4/3/4 36
1/4/4/3 34
1/4/5/2 50
1/4/6/1 43
1/4/7/0 25
1/3/0/8 44
1/3/1/7 27
1/3/2/6 36
1/3/3/5 48
1/3/4/4 42
1/3/5/3 44
1/3/6/2 58
1/3/7/1 36
1/3/8/0 24
1/2/0/9 31
1/2/1/8 35
1/2/2/7 23
1/2/3/6 53
1/2/4/5 42
1/2/5/4 51
1/2/6/3 47
1/2/7/2 45
1/2/8/1 52
1/2/9/0 33
1/1/0/10 16
1/1/1/9 25
1/1/2/8 25
1/1/3/7 29
1/1/4/6 34
1/1/5/5 43
1/1/6/4 37
1/1/7/3 41
1/1/8/2 50
1/1/9/1 51
1/1/10/0 27
1/0/0/11 0
1/0/1/10 5
1/0/2/9 11
1/0/3/8 15
1/0/4/7 15
1/0/5/6 28
1/0/6/5 25
1/0/7/4 29
1/0/8/3 36
1/0/9/2 32
1/0/10/1 40
1/0/11/0 38
0/12/0/0 1
0/11/0/1 12
0/11/1/0 5
0/10/0/2 30
0/10/1/1 21
0/10/2/0 9
0/9/0/3 46
0/9/1/2 20
0/9/2/1 26
0/9/3/0 15
0/8/0/4 31
0/8/1/3 28
0/8/2/2 37
0/8/3/1 35
0/8/4/0 19
0/7/0/5 43
0/7/1/4 58
0/7/2/3 40
0/7/3/2 55
0/7/4/1 39
0/7/5/0 17
0/6/0/6 15
0/6/1/5 44
0/6/2/4 56
0/6/3/3 36
0/6/4/2 56
0/6/5/1 32
0/6/6/0 26
0/5/0/7 45
0/5/1/6 44
0/5/2/5 40
0/5/3/4 58
0/5/4/3 51
0/5/5/2 43
0/5/6/1 36
0/5/7/0 28
0/4/0/8 35
0/4/1/7 27
0/4/2/6 47
0/4/3/5 44
0/4/4/4 51
0/4/5/3 67
0/4/6/2 47
0/4/7/1 49
0/4/8/0 33
0/3/0/9 34
0/3/1/8 39
0/3/2/7 38
0/3/3/6 46
0/3/4/5 32
0/3/5/4 49
0/3/6/3 39
0/3/7/2 49
0/3/8/1 40
0/3/9/0 32
0/2/0/10 30
0/2/1/9 37
0/2/2/8 42
0/2/3/7 36
0/2/4/6 46
0/2/5/5 48
0/2/6/4 55
0/2/7/3 49
0/2/8/2 49
0/2/9/1 51
0/2/10/0 31
0/1/0/11 16
0/1/1/10 20
0/1/2/9 29
0/1/3/8 29
0/1/4/7 30
0/1/5/6 37
0/1/6/5 40
0/1/7/4 44
0/1/8/3 43
0/1/9/2 47
0/1/10/1 47
0/1/11/0 36
0/0/0/12 0
0/0/1/11 1
0/0/2/10 10
0/0/3/9 17
0/0/4/8 14
0/0/5/7 24
0/0/6/6 19
0/0/7/5 26
0/0/8/4 30
0/0/9/3 39
0/0/10/2 40
0/0/11/1 46
0/0/12/0 36
