RBCH P
2/8/1/2 39
2/8/2/1 23
2/8/3/0 13
2/7/0/4 28
2/7/1/3 28
2/7/2/2 35
2/7/3/1 41
2/7/4/0 18
2/6/0/5 28
2/6/1/4 24
2/6/2/3 29
2/6/3/2 41
2/6/4/1 38
2/6/5/0 20
2/5/0/6 27
2/5/1/5 37
2/5/2/4 54
2/5/3/3 40
2/5/4/2 25
2/5/5/1 46
2/5/6/0 24
2/4/0/7 22
2/4/1/6 38
2/4/2/5 38
2/4/3/4 46
2/4/4/3 43
2/4/5/2 32
2/4/6/1 35
2/4/7/0 30
2/3/0/8 39
2/3/1/7 38
2/3/2/6 35
2/3/3/5 43
2/3/4/4 48
2/3/5/3 44
2/3/6/2 49
2/3/7/1 37
2/3/8/0 34
2/2/0/9 30
2/2/1/8 26
2/2/2/7 35
2/2/3/6 46
2/2/4/5 34
2/2/5/4 47
2/2/6/3 55
2/2/7/2 54
2/2/8/1 49
2/2/9/0 39
2/1/0/10 16
2/1/1/9 28
2/1/2/8 26
2/1/3/7 30
2/1/4/6 30
2/1/5/5 38
2/1/6/4 43
2/1/7/3 45
2/1/8/2 48
2/1/9/1 49
2/1/10/0 39
2/0/0/11 0
2/0/1/10 9
2/0/2/9 15
2/0/3/8 12
2/0/4/7 16
2/0/5/6 19
2/0/6/5 33
2/0/7/4 33
2/0/8/3 35
2/0/9/2 39
2/0/10/1 42
2/0/11/0 46
1/12/0/0 1
1/11/0/1 27
1/11/1/0 5
1/10/0/2 29
1/10/1/1 28
1/10/2/0 8
1/9/0/3 29
1/9/1/2 16
1/9/2/1 30
1/9/3/0 11
1/8/0/4 29
1/8/1/3 35
1/8/2/2 41
1/8/3/1 25
1/8/4/0 17
1/7/0/5 22
1/7/1/4 32
1/7/2/3 29
1/7/3/2 34
1/7/4/1 29
1/7/5/0 21
1/6/0/6 35
1/6/1/5 50
1/6/2/4 59
1/6/3/3 62
1/6/4/2 38
1/6/5/1 37
1/6/6/0 26
1/5/0/7 30
1/5/1/6 35
1/5/2/5 39
1/5/3/4 52
1/5/4/3 48
1/5/5/2 68
1/5/6/1 38
1/5/7/0 27
1/4/0/8 38
1/4/1/7 40
1/4/2/6 46
1/4/3/5 50
1/4/4/4 48
1/4/5/3 45
1/4/6/2 37
1/4/7/1 54
1/4/8/0 33
1/3/0/9 34
1/3/1/8 42
1/3/2/7 50
1/3/3/6 50
1/3/4/5 50
1/3/5/4 44
1/3/6/3 59
1/3/7/2 52
1/3/8/1 47
1/3/9/0 31
1/2/0/10 29
1/2/1/9 29
1/2/2/8 38
1/2/3/7 37
1/2/4/6 31
1/2/5/5 47
1/2/6/4 51
1/2/7/3 46
1/2/8/2 56
1/2/9/1 60
1/2/10/0 42
1/1/0/11 14
1/1/1/10 26
1/1/2/9 31
1/1/3/8 32
1/1/4/7 40
1/1/5/6 41
1/1/6/5 41
1/1/7/4 41
1/1/8/3 50
1/1/9/2 42
1/1/10/1 54
1/1/11/0 48
1/0/0/12 0
1/0/1/11 7
1/0/2/10 12
1/0/3/9 14
1/0/4/8 18
1/0/5/7 22
1/0/6/6 25
1/0/7/5 31
1/0/8/4 37
1/0/9/3 38
1/0/10/2 48
1/0/11/1 50
1/0/12/0 51
0/13/0/0 1
0/12/0/1 10
0/12/1/0 4
0/11/0/2 41
0/11/1/1 21
0/11/2/0 10
0/10/0/3 33
0/10/1/2 27
0/10/2/1 42
0/10/3/0 13
0/9/0/4 23
0/9/1/3 28
0/9/2/2 29
0/9/3/1 27
0/9/4/0 20
0/8/0/5 32
0/8/1/4 42
0/8/2/3 51
0/8/3/2 37
0/8/4/1 32
0/8/5/0 24
0/7/0/6 30
0/7/1/5 41
0/7/2/4 30
0/7/3/3 37
0/7/4/2 30
0/7/5/1 35
0/7/6/0 26
0/6/0/7 20
0/6/1/6 44
0/6/2/5 56
0/6/3/4 55
0/6/4/3 37
0/6/5/2 34
0/6/6/1 42
0/6/7/0 29
0/5/0/8 43
0/5/1/7 44
0/5/2/6 48
0/5/3/5 51
0/5/4/4 56
0/5/5/3 41
0/5/6/2 59
0/5/7/1 39
0/5/8/0 32
0/4/0/9 45
0/4/1/8 43
0/4/2/7 28
0/4/3/6 55
0/4/4/5 45
0/4/5/4 56
0/4/6/3 46
0/4/7/2 59
0/4/8/1 48
0/4/9/0 38
0/3/0/10 45
0/3/1/9 35
0/3/2/8 51
0/3/3/7 48
0/3/4/6 43
0/3/5/5 51
0/3/6/4 54
0/3/7/3 67
0/3/8/2 45
0/3/9/1 58
0/3/10/0 38
0/2/0/11 31
0/2/1/10 42
0/2/2/9 44
0/2/3/8 47
0/2/4/7 44
0/2/5/6 48
0/2/6/5 51
0/2/7/4 62
0/2/8/3 57
0/2/9/2 58
0/2/10/1 48
0/2/11/0 38
0/1/0/12 21
0/1/1/11 18
0/1/2/10 29
0/1/3/9 39
0/1/4/8 34
0/1/5/7 32
0/1/6/6 30
0/1/7/5 49
0/1/8/4 50
0/1/9/3 52
0/1/10/2 47
0/1/11/1 61
0/1/12/0 47
0/0/0/13 0
0/0/1/12 6
0/0/2/11 9
0/0/3/10 11
0/0/4/9 16
0/0/5/8 25
0/0/6/7 28
0/0/7/6 29
0/0/8/5 36
0/0/9/4 32
0/0/10/3 36
0/0/11/2 41
0/0/12/1 45
0/0/13/0 43
