RBCH P
6/0/1/7 3
6/0/2/6 7
6/0/3/5 12
6/0/4/4 22
6/0/5/3 24
6/0/6/2 26
6/0/7/1 27
6/0/8/0 31
5/9/0/0 0
5/8/0/1 18
5/8/1/0 5
5/7/0/2 26
5/7/1/1 21
5/7/2/0 9
5/6/0/3 16
5/6/1/2 18
5/6/2/1 24
5/6/3/0 13
5/5/0/4 32
5/5/1/3 38
5/5/2/2 33
5/5/3/1 37
5/5/4/0 19
5/4/0/5 38
5/4/1/4 36
5/4/2/3 28
5/4/3/2 42
5/4/4/1 33
5/4/5/0 21
5/3/0/6 23
5/3/1/5 43
5/3/2/4 29
5/3/3/3 40
5/3/4/2 29
5/3/5/1 29
5/3/6/0 26
5/2/0/7 25
5/2/1/6 31
5/2/2/5 30
5/2/3/4 43
5/2/4/3 38
5/2/5/2 36
5/2/6/1 37
5/2/7/0 34
5/1/0/8 20
5/1/1/7 19
5/1/2/6 26
5/1/3/5 30
5/1/4/4 34
5/1/5/3 30
5/1/6/2 40
5/1/7/1 35
5/1/8/0 32
5/0/0/9 0
5/0/1/8 6
5/0/2/7 9
5/0/3/6 11
5/0/4/5 14
5/0/5/4 19
5/0/6/3 26
5/0/7/2 26
5/0/8/1 39
5/0/9/0 31
4/10/0/0 1
4/9/0/1 20
4/9/1/0 5
4/8/0/2 13
4/8/1/1 15
4/8/2/0 9
4/7/0/3 23
4/7/1/2 17
4/7/2/1 31
4/7/3/0 13
4/6/0/4 17
4/6/1/3 31
4/6/2/2 33
4/6/3/1 29
4/6/4/0 13
4/5/0/5 47
4/5/1/4 39
4/5/2/3 29
4/5/3/2 34
4/5/4/1 24
4/5/5/0 19
4/4/0/6 46
4/4/1/5 39
4/4/2/4 30
4/4/3/3 49
4/4/4/2 44
4/4/5/1 35
4/4/6/0 25
4/3/0/7 40
4/3/1/6 35
4/3/2/5 41
4/3/3/4 37
4/3/4/3 46
4/3/5/2 57
4/3/6/1 38
4/3/7/0 29
4/2/0/8 27
4/2/1/7 34
4/2/2/6 31
4/2/3/5 42
4/2/4/4 61
4/2/5/3 42
4/2/6/2 39
4/2/7/1 44
4/2/8/0 34
4/1/0/9 18
4/1/1/8 15
4/1/2/7 31
4/1/3/6 26
4/1/4/5 39
4/1/5/4 40
4/1/6/3 40
4/1/7/2 39
4/1/8/1 40
4/1/9/0 40
4/0/0/10 0
4/0/1/9 5
4/0/2/8 7
4/0/3/7 14
4/0/4/6 18
4/0/5/5 24
4/0/6/4 25
4/0/7/3 30
4/0/8/2 36
4/0/9/1 38
4/0/10/0 37
3/11/0/0 1
3/10/0/1 13
3/10/1/0 4
3/9/0/2 27
3/9/1/1 16
3/9/2/0 10
3/8/0/3 24
3/8/1/2 40
3/8/2/1 15
3/8/3/0 10
3/7/0/4 32
3/7/1/3 30
3/7/2/2 25
3/7/3/1 34
3/7/4/0 20
3/6/0/5 40
3/6/1/4 48
3/6/2/3 52
3/6/3/2 35
3/6/4/1 35
3/6/5/0 24
3/5/0/6 38
3/5/1/5 33
3/5/2/4 47
3/5/3/3 42
3/5/4/2 45
3/5/5/1 38
3/5/6/0 28
3/4/0/7 35
3/4/1/6 38
3/4/2/5 42
3/4/3/4 24
3/4/4/3 42
3/4/5/2 35
3/4/6/1 37
3/4/7/0 29
3/3/0/8 45
3/3/1/7 44
3/3/2/6 35
3/3/3/5 34
3/3/4/4 49
3/3/5/3 42
3/3/6/2 48
3/3/7/1 43
3/3/8/0 35
3/2/0/9 35
3/2/1/8 32
3/2/2/7 40
3/2/3/6 43
3/2/4/5 48
3/2/5/4 47
3/2/6/3 42
3/2/7/2 43
3/2/8/1 53
3/2/9/0 37
3/1/0/10 15
3/1/1/9 21
3/1/2/8 33
3/1/3/7 31
3/1/4/6 31
3/1/5/5 40
3/1/6/4 40
3/1/7/3 50
3/1/8/2 49
3/1/9/1 38
3/1/10/0 35
3/0/0/11 0
3/0/1/10 4
3/0/2/9 10
3/0/3/8 19
3/0/4/7 19
3/0/5/6 16
3/0/6/5 23
3/0/7/4 27
3/0/8/3 38
3/0/9/2 36
3/0/10/1 42
3/0/11/0 44
2/12/0/0 2
2/11/0/1 10
2/11/1/0 6
2/10/0/2 27
2/10/1/1 21
2/10/2/0 10
2/9/0/3 26
2/9/1/2 44
2/9/2/1 32
2/9/3/0 13
2/8/0/4 56
2/8/1/3 42
2/8/2/2 26
2/8/3/1 32
2/8/4/0 18
2/7/0/5 58
2/7/1/4 34
2/7/2/3 39
2/7/3/2 33
2/7/4/1 40
2/7/5/0 26
2/6/0/6 26
2/6/1/5 37
2/6/2/4 34
2/6/3/3 30
2/6/4/2 18
2/6/5/1 41
2/6/6/0 24
2/5/0/7 46
2/5/1/6 50
2/5/2/5 37
2/5/3/4 35
2/5/4/3 37
2/5/5/2 39
2/5/6/1 41
2/5/7/0 32
2/4/0/8 47
2/4/1/7 42
2/4/2/6 36
2/4/3/5 43
2/4/4/4 47
2/4/5/3 44
2/4/6/2 56
2/4/7/1 49
2/4/8/0 33
2/3/0/9 34
2/3/1/8 42
2/3/2/7 44
2/3/3/6 44
2/3/4/5 60
2/3/5/4 59
2/3/6/3 51
2/3/7/2 53
2/3/8/1 41
2/3/9/0 36
2/2/0/10 25
2/2/1/9 42
2/2/2/8 40
2/2/3/7 37
2/2/4/6 48
2/2/5/5 35
2/2/6/4 42
2/2/7/3 52
2/2/8/2 54
2/2/9/1 54
2/2/10/0 37
2/1/0/11 22
2/1/1/10 25
2/1/2/9 30
2/1/3/8 36
2/1/4/7 40
2/1/5/6 42
2/1/6/5 41
2/1/7/4 41
2/1/8/3 48
2/1/9/2 48
2/1/10/1 54
2/1/11/0 41
2/0/0/12 0
2/0/1/11 1
2/0/2/10 8
2/0/3/9 17
2/0/4/8 19
2/0/5/7 22
2/0/6/6 23
2/0/7/5 32
2/0/8/4 35
2/0/9/3 40
2/0/10/2 43
2/0/11/1 46
2/0/12/0 37
1/13/0/0 3
1/12/0/1 20
1/12/1/0 5
1/11/0/2 16
1/11/1/1 21
1/11/2/0 9
1/10/0/3 14
1/10/1/2 36
1/10/2/1 24
1/10/3/0 11
1/9/0/4 19
1/9/1/3 38
1/9/2/2 49
1/9/3/1 29
1/9/4/0 19
1/8/0/5 34
1/8/1/4 37
1/8/2/3 32
1/8/3/2 38
1/8/4/1 35
1/8/5/0 20
1/7/0/6 40
1/7/1/5 27
1/7/2/4 31
1/7/3/3 50
1/7/4/2 50
1/7/5/1 28
1/7/6/0 24
1/6/0/7 43
1/6/1/6 49
1/6/2/5 51
1/6/3/4 47
1/6/4/3 36
1/6/5/2 60
1/6/6/1 30
1/6/7/0 30
1/5/0/8 40
1/5/1/7 51
1/5/2/6 53
1/5/3/5 46
1/5/4/4 41
1/5/5/3 54
1/5/6/2 36
1/5/7/1 56
1/5/8/0 32
1/4/0/9 31
1/4/1/8 46
1/4/2/7 44
1/4/3/6 49
1/4/4/5 51
1/4/5/4 55
1/4/6/3 54
1/4/7/2 66
1/4/8/1 40
1/4/9/0 36
1/3/0/10 29
1/3/1/9 40
1/3/2/8 51
1/3/3/7 51
1/3/4/6 56
1/3/5/5 53
1/3/6/4 53
1/3/7/3 46
1/3/8/2 59
1/3/9/1 46
1/3/10/0 39
1/2/0/11 26
1/2/1/10 33
1/2/2/9 26
1/2/3/8 50
1/2/4/7 39
1/2/5/6 44
1/2/6/5 38
1/2/7/4 55
1/2/8/3 47
1/2/9/2 68
1/2/10/1 46
1/2/11/0 46
1/1/0/12 20
1/1/1/11 21
1/1/2/10 30
1/1/3/9 32
1/1/4/8 34
1/1/5/7 37
1/1/6/6 36
1/1/7/5 50
1/1/8/4 52
1/1/9/3 53
1/1/10/2 57
1/1/11/1 47
1/1/12/0 46
1/0/0/13 0
1/0/1/12 4
1/0/2/11 9
1/0/3/10 9
1/0/4/9 12
1/0/5/8 24
1/0/6/7 27
1/0/7/6 30
1/0/8/5 30
1/0/9/4 42
1/0/10/3 43
1/0/11/2 47
1/0/12/1 48
1/0/13/0 51
0/14/0/0 1
0/13/0/1 18
0/13/1/0 5
0/12/0/2 20
0/12/1/1 23
0/12/2/0 8
0/11/0/3 26
0/11/1/2 17
0/11/2/1 29
0/11/3/0 15
0/10/0/4 36
0/10/1/3 36
0/10/2/2 20
0/10/3/1 16
0/10/4/0 17
0/9/0/5 54
0/9/1/4 39
0/9/2/3 35
0/9/3/2 46
0/9/4/1 30
0/9/5/0 23
0/8/0/6 17
0/8/1/5 24
0/8/2/4 42
0/8/3/3 39
0/8/4/2 36
0/8/5/1 39
0/8/6/0 25
0/7/0/7 46
0/7/1/6 34
0/7/2/5 27
0/7/3/4 61
0/7/4/3 43
0/7/5/2 35
0/7/6/1 37
0/7/7/0 29
0/6/0/8 47
0/6/1/7 41
0/6/2/6 49
0/6/3/5 51
0/6/4/4 50
0/6/5/3 33
0/6/6/2 49
0/6/7/1 44
0/6/8/0 34
0/5/0/9 40
0/5/1/8 41
0/5/2/7 43
0/5/3/6 48
0/5/4/5 48
0/5/5/4 58
0/5/6/3 42
0/5/7/2 55
0/5/8/1 53
0/5/9/0 34
0/4/0/10 40
0/4/1/9 38
0/4/2/8 51
0/4/3/7 46
0/4/4/6 40
0/4/5/5 63
0/4/6/4 52
0/4/7/3 66
0/4/8/2 52
0/4/9/1 46
0/4/10/0 39
0/3/0/11 35
0/3/1/10 31
0/3/2/9 42
0/3/3/8 43
0/3/4/7 38
0/3/5/6 50
0/3/6/5 60
0/3/7/4 55
0/3/8/3 59
0/3/9/2 58
0/3/10/1 56
0/3/11/0 46
0/2/0/12 36
0/2/1/11 37
0/2/2/10 46
0/2/3/9 45
0/2/4/8 43
0/2/5/7 54
0/2/6/6 59
0/2/7/5 41
0/2/8/4 54
0/2/9/3 65
0/2/10/2 57
0/2/11/1 61
0/2/12/0 51
0/1/0/13 17
0/1/1/12 21
0/1/2/11 21
0/1/3/10 35
0/1/4/9 33
0/1/5/8 38
0/1/6/7 45
0/1/7/6 55
0/1/8/5 55
0/1/9/4 50
0/1/10/3 54
0/1/11/2 44
0/1/12/1 57
0/1/13/0 53
0/0/0/14 0
0/0/1/13 4
0/0/2/12 9
0/0/3/11 9
0/0/4/10 16
0/0/5/9 30
0/0/6/8 32
0/0/7/7 31
0/0/8/6 29
0/0/9/5 44
0/0/10/4 44
0/0/11/3 41
0/0/12/2 46
0/0/13/1 50
0/0/14/0 57
